PARENT_PARK,NAME,TOTAL_AREA,YEAR,water_usage_summer,water_usage_autumn,water_usage_winter,water_usage_spring,water_usage_year,RF_summer,RF_autumn,RF_winter,RF_spring,RF_year,ET_summer,ET_autumn,ET_winter,ET_spring,ET_year
69566,ALLARD PARK,15683,2018,11,3,4,4,22,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
72545,TALLY HO RESERVE,19953,2018,2,1,0,1,4,152.6000047,122.7000008,149.3999977,200.8999996,625.6000028,442.3999989,233.9000005,122.2000001,294.1999993,1092.699999
69928,BRIDGES RESERVE,21143,2018,691,615,397,2543,4246,147.9999955,100.9000006,94.10000229,144.4000025,487.4000009,448.4000022,243.4999993,123.8000003,309.3999996,1125.100001
69959,BRUNSWICK PARK,16998,2018,6138,2001,843,976,9958,147.9999955,100.9000006,94.10000229,144.4000025,487.4000009,448.4000022,243.4999993,123.8000003,309.3999996,1125.100001
72295,SEWELL RESERVE,16429,2018,0,0,0,0,0,146.0000031,101.5,92.69999886,139.7999992,480.0000012,448.8000022,241.799999,120.6000003,305.9999992,1117.200001
71103,JORDAN RESERVE,14199,2018,966,764,157,359,2246,115.2000034,114.2000046,140.6999969,185.3999958,555.5000007,443.1999995,233.4000003,124.3000007,299.1999997,1100.1
72293,SETH RAISTRICK RESERVE,13254,2018,744,251,10,17,1022,146.0000031,101.5,92.69999886,139.7999992,480.0000012,448.8000022,241.799999,120.6000003,305.9999992,1117.200001
72057,RESEARCH PARK,8907,2018,311,563,220,44,1138,173.4000015,119.1000004,151.3999977,156.8000031,600.7000027,445.5000008,235.0000006,118.3,290.5999996,1089.400001
71057,J C DONATH RESERVE,93267,2018,3686,1047,818,597,6148,155.9,110.9999971,95.20000172,147.0999966,509.1999954,449.3999989,240.5999982,120.9000001,304.5000002,1115.399997
1002576,REDLEAP RECREATION RESERVE,13562,2018,63,113,106,181,463,161.899997,118.6000004,110,131.3999968,521.8999942,448.799999,239.2999996,117.8000006,300.3000011,1106.2
70950,HERMONS SADDLE RESERVE,10059,2018,34,12,16,12,74,120.9999976,229.5999985,284.6000061,263.9000053,899.1000075,413.2999987,214.1999997,106.4000003,264.1000001,997.9999988
999249,JOHN GARDINER RESERVE,21372,2018,0,0,0,0,0,168.4000015,109.8000011,114.7000008,157.0999966,550,445.8,238.4000003,126.5000002,306.3999995,1117.1
76945,KILORAN RESERVE,22582,2018,961,1636,203,1737,4537,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
71125,KALORAMA MEMORIAL RESERVE,11194,2018,147,268,129,333,877,134.9999971,193.2999973,272.5000076,259.4000015,860.2000035,429.499999,221.9999996,109.9,274.300001,1035.7
1010712,EPPING RECREATION RESERVE,36240,2018,131,285,436,723,1575,151.8420191,117.685637,107.1807172,124.9232678,501.6316411,449.5619676,240.5191483,118.1809847,302.6621023,1110.924203
71915,PINKS RESERVE,32357,2018,1666,3025,362,2579,7632,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
986488,WALLACE RESERVE,29960,2018,93,225,129,153,600,146.0000031,101.5,92.69999886,139.7999992,480.0000012,448.8000022,241.799999,120.6000003,305.9999992,1117.200001
982731,RYDERS FLAT RESERVE,16662,2018,2,1,1,0,4,184.2000017,143.1999979,136.7000008,143.7000008,607.8000012,450.1000009,238.1000002,116.1000006,292.6999993,1097.000001
69593,ANDERSON RESERVE,15235,2018,7,24,28,46,105,143.8999939,97.29999924,94.39999771,138.6999989,474.2999898,447.1000023,243.6999995,121.2999999,307.1999994,1119.300001
999355,FAIRVIEW PARK,8800,2018,39,55,29,24,147,175.0828042,109.0513062,114.3949764,151.8591264,550.3882132,446.0772946,238.7604835,127.0268602,307.2873427,1119.151981
1210634,JOHN PASCOE FAWKNER RESERVE,31631,2018,3420,4169,1090,8558,17237,143.8999939,97.29999924,94.39999771,138.6999989,474.2999898,447.1000023,243.6999995,121.2999999,307.1999994,1119.300001
71406,MAIN STREET RESERVE,8260,2018,0,0,19,59,78,152.8787617,113.685544,99.85774533,136.9452762,503.3673272,449.5678457,240.7258834,119.8089971,304.038422,1114.141148
999261,DEEPDENE PARK,9886,2018,389,280,96,205,970,180.1000016,114.7000036,111.7000008,158.1000023,564.6000083,448.9999988,240.0000006,125.9000005,305.6000007,1120.500001
70619,FLEMING PARK,17373,2018,7004,2433,440,817,10694,162.3411372,108.1140301,96.70748023,151.3532823,518.5159298,449.7037397,241.9355115,124.0607482,308.7915879,1124.491587
71848,PARK AVENUE RESERVE,7200,2018,112,131,117,98,458,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
70404,DONCASTER RESERVE,12485,2018,1208,923,190,475,2796,159.1999985,119.4000025,140.7999992,191.4999981,610.8999983,445.9999998,235.1000002,122.1000005,296.3000011,1099.500002
1153795,SIR ROBERT MENZIES RESERVE,9169,2018,1432,1078,334,688,3532,168.4000015,109.8000011,114.7000008,157.0999966,550,445.8,238.4000003,126.5000002,306.3999995,1117.1
72025,RAEBURN RESERVE,15545,2018,0,0,0,0,0,147.9999955,100.9000006,94.10000229,144.4000025,487.4000009,448.4000022,243.4999993,123.8000003,309.3999996,1125.100001
71308,LAURA DOUGLAS RESERVE,13932,2018,44,224,477,39,784,145.8999985,112.6999998,106,125.6999969,490.2999952,447.7000005,240.8999988,117.8000007,303.9000003,1110.3
71450,MAYFIELD PARK,11815,2018,124,84,112,152,472,115.2000034,114.2000046,140.6999969,185.3999958,555.5000007,443.1999995,233.4000003,124.3000007,299.1999997,1100.1
71064,JACK GINIFER RESERVE,12068,2018,556,790,100,1171,2617,143.8999939,97.29999924,94.39999771,138.6999989,474.2999898,447.1000023,243.6999995,121.2999999,307.1999994,1119.300001
1316484,MCDONELL PARK,23041,2018,505,360,713,1522,3100,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
642039,WATERVIEW RECREATION RESERVE,36265,2018,0,0,0,0,0,173,129.1999989,117.1999969,120.8999977,540.2999935,450.7000002,237.7999996,114.7000002,297.3000001,1100.5
1010757,CROYDON PARK,15654,2018,2298,6417,375,259,9349,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
71628,MORTON PARK,27638,2018,346,286,84,144,860,159.1999985,119.4000025,140.7999992,191.4999981,610.8999983,445.9999998,235.1000002,122.1000005,296.3000011,1099.500002
69735,ESTHER PARK,19229,2018,2596,4392,38,3489,10515,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
80739,VICTORIA PARK,26337,2018,23,28,20,15,86,180.1000016,114.7000036,111.7000008,158.1000023,564.6000083,448.9999988,240.0000006,125.9000005,305.6000007,1120.500001
1010695,C B SMITH RESERVE,15287,2018,3,102,140,59,304,146.0000031,101.5,92.69999886,139.7999992,480.0000012,448.8000022,241.799999,120.6000003,305.9999992,1117.200001
635713,R G C COOK RESERVE,15820,2018,9,10,28,28,75,148.700003,117.3999987,106.3000002,122.8999996,495.3000015,449.7999992,240.8999987,118.3000004,303.4000001,1112.399998
72517,SURPELLS COMMUNITY RESERVE,21069,2018,680,1551,2,490,2723,159.4999985,118.1999998,130.7000027,159.8999958,568.2999968,448.8999985,238.4999998,124.0000006,298.1000013,1109.5
70941,HENDERSON PARK,2526,2018,0,1,0,3,4,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
629909,CRISPE PARK,17125,2018,7620,2551,1093,1326,12590,155.9,110.9999971,95.20000172,147.0999966,509.1999954,449.3999989,240.5999982,120.9000001,304.5000002,1115.399997
70053,CARLSON AVENUE RESERVE,14283,2018,1710,1093,488,302,3593,131.4731452,116.6491354,146.6867714,187.9035604,582.7126124,442.2747698,233.0190235,123.7013231,296.0977617,1095.092878
1009808,A K LINES RESERVE,18447,2018,1981,925,366,193,3465,175.5000031,119.8000021,118.3000011,143.0000048,556.6000111,450.2999998,239.5999999,121.5000002,300.4000006,1111.800001
1307236,OLINDA RECREATION RESERVE,12933,2018,169,193,167,659,1188,128.7000017,219.5999985,282.2999954,301.5999947,932.1999903,411.4999988,210.1000011,100.4,261.9,983.8999999
71058,J E MOORE PARK,26661,2018,108,96,101,40,345,155.9,110.9999971,95.20000172,147.0999966,509.1999954,449.3999989,240.5999982,120.9000001,304.5000002,1115.399997
69793,BELMONT PARK,4582,2018,280,356,27,510,1173,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
72284,SEDDON RESERVE,12660,2018,46,42,30,30,148,178.7000015,112.4999962,106.7999992,155.9999971,553.999994,452.1999986,240.3000003,123.7000004,305.1999996,1121.399999
1246400,RINGWOOD NORTH RESERVE,17352,2018,2193,17972,6236,355,26756,140.5,116.7000008,172.5000038,215.7000046,645.4000092,440.2999996,232.2999994,118.5,286.7000005,1077.8
71304,LARPENT RESERVE,15058,2018,1,1,5,5,12,152.6000047,122.7000008,149.3999977,200.8999996,625.6000028,442.3999989,233.9000005,122.2000001,294.1999993,1092.699999
1155908,PA/450 GRAND BOULEVARD CRAIGIEBURN 3064,6351,2018,660,469,102,11,1242,162.5999954,121.4000015,135.2000008,121.8000031,541.0000008,444.0000002,237.7999995,111.3,297.1000012,1090.200001
1010408,BARNGEONG RESERVE,49395,2018,0,0,0,0,0,140.9027949,124.0071885,197.5771377,210.4102976,672.8974187,442.3616947,232.9850869,119.2753217,286.9123393,1081.534443
903055,THOMASTOWN EAST RECREATION RESERVE,32297,2018,89,243,92,84,508,168.8000062,116.1000013,103.5999985,146.9999952,535.5000012,450.9999982,239.7999991,120.4000003,302.9000004,1114.099998
982775,WOORI YALLOCK RESERVE,14670,2018,3180,1088,44,96,4408,141.8000016,220.0999985,277.7000046,204.6000061,844.2000108,429.6000022,226.3999993,111.5000001,273.8000007,1041.300002
902907,HUSKISSON RECREATION RESERVE,13415,2018,59,183,269,183,694,148.700003,117.3999987,106.3000002,122.8999996,495.3000015,449.7999992,240.8999987,118.3000004,303.4000001,1112.399998
990802,ESSEX HEIGHTS RESERVE,12808,2018,1349,1023,411,737,3520,157.7999985,116.5,133.2999992,186.3999939,593.9999916,444.6,235.4000002,124.4000006,300.599999,1105
70730,GIBB RESERVE,17276,2018,487,2435,1131,2007,6060,145.8999985,112.6999998,106,125.6999969,490.2999952,447.7000005,240.8999988,117.8000007,303.9000003,1110.3
1140246,ARENA RECREATION RESERVE,36308,2018,2679,0,0,894,3573,162.0999939,114.1999979,125.7000008,133.3999987,535.3999913,442.600001,237.8999997,114.6000001,299.6999998,1094.800001
1009773,SHELLEY PARK,14495,2018,672,1050,720,3091,5533,178.7000015,112.4999962,106.7999992,155.9999971,553.999994,452.1999986,240.3000003,123.7000004,305.1999996,1121.399999
72353,SIMPSON PARK,16103,2018,0,0,0,0,0,147.8201762,118.5976442,150.9394546,208.0052455,625.3625205,442.2342084,234.080996,120.6988221,290.410225,1087.424252
70475,EAST RINGWOOD RESERVE,24410,2018,1014,712,788,336,2850,140.5,116.7000008,172.5000038,215.7000046,645.4000092,440.2999996,232.2999994,118.5,286.7000005,1077.8
999307,STRADBROKE PARK,29293,2018,0,0,0,0,0,180.1000016,114.7000036,111.7000008,158.1000023,564.6000083,448.9999988,240.0000006,125.9000005,305.6000007,1120.500001
69883,BORONIA GROVE RESERVE,11473,2018,0,0,0,0,0,159.1999985,119.4000025,140.7999992,191.4999981,610.8999983,445.9999998,235.1000002,122.1000005,296.3000011,1099.500002
70224,COLMAN PARK,10098,2018,737,1449,375,469,3030,158.0000015,121.8000031,168.1999969,194.4000034,642.4000049,442.8,234.9000006,119.6999999,289.100001,1086.500002
70485,EASTFIELD PARK,11884,2018,335,251,810,1172,2568,139.3707305,122.6937954,195.2590547,211.791003,669.1145836,442.0373316,232.7343333,119.1949329,286.8737335,1080.840331
986448,ATC COOK RESERVE,22975,2018,3990,2746,1153,1556,9445,143.8999939,97.29999924,94.39999771,138.6999989,474.2999898,447.1000023,243.6999995,121.2999999,307.1999994,1119.300001
71075,JAMES RESERVE,7381,2018,837,980,278,2069,4164,178.7000015,112.4999962,106.7999992,155.9999971,553.999994,452.1999986,240.3000003,123.7000004,305.1999996,1121.399999
1009728,BANYULE FLATS,28110,2018,26,45,64,57,192,184.2,118.3999996,126.2999992,161.300004,590.2000028,451.9999978,240.3999999,125.3000006,302.5000001,1120.199998
80914,WILSONS ROAD RESERVE,12277,2018,1349,1392,202,172,3115,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
70132,CHEONG PARK,15715,2018,0,0,0,0,0,140.5,116.7000008,172.5000038,215.7000046,645.4000092,440.2999996,232.2999994,118.5,286.7000005,1077.8
998870,HARTWELL SPORTS GROUND,20488,2018,0,0,0,0,0,157.7999985,116.5,133.2999992,186.3999939,593.9999916,444.6,235.4000002,124.4000006,300.599999,1105
72345,SILVAN RECREATION GROUND,11050,2018,501,826,91,807,2225,124.3000016,226.1000023,289.4000015,241.9999962,881.8000016,425.1000002,222.4,110.2,270.6000002,1028.3
986449,MARTIN RESERVE,16010,2018,4853,3021,1082,1427,10383,146.0000031,101.5,92.69999886,139.7999992,480.0000012,448.8000022,241.799999,120.6000003,305.9999992,1117.200001
70455,DUNSTAN RESERVE,20215,2018,1811,619,204,254,2888,147.9999955,100.9000006,94.10000229,144.4000025,487.4000009,448.4000022,243.4999993,123.8000003,309.3999996,1125.100001
982718,ELTHAM CENTRAL PARK,14914,2018,12508,7180,1878,855,22421,158.9999962,117.4000006,126,133.5000048,535.9000016,451.0999996,239.1999999,122.0000005,298.5999997,1110.9
71600,MOOROOLBARK HEIGHTS RESERVE,15139,2018,636,1332,494,1329,3791,134.5402185,157.8392443,230.845724,245.5067814,768.7319682,436.2895599,227.8700886,114.6402205,280.3492957,1059.149165
70020,CALOOLA RESERVE,12819,2018,0,0,0,0,0,115.2000034,114.2000046,140.6999969,185.3999958,555.5000007,443.1999995,233.4000003,124.3000007,299.1999997,1100.1
71193,KILSYTH RECREATION RESERVE,17810,2018,3,1,1,12,17,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
71380,LUM RESERVE,21358,2018,1767,1595,278,450,4090,150.165172,127.6544988,165.5387666,197.8691055,641.2275429,441.771348,232.9713483,124.5567423,293.5904493,1092.889888
75866,HEALESVILLE SHOWGROUNDS AND SPORTING COMPLEX,53452,2018,502,375,274,138,1289,152.7000046,226.1000023,279.2000046,193.2000046,851.2000161,434.4000012,230.9000012,109.0999999,275.5999994,1050.000002
763311,A F WALKER RECREATION RESERVE,16263,2018,771,1342,235,1083,3431,197.4356551,148.8403789,130.4429258,122.2767639,598.9957237,448.5872688,239.3901772,110.8927241,292.9861761,1091.856346
634709,ROXBURGH PARK SPORTING FIELDS,33642,2018,25,44,45,14,128,145.8999985,112.6999998,106,125.6999969,490.2999952,447.7000005,240.8999988,117.8000007,303.9000003,1110.3
71653,MOUNT EVELYN RECREATION RESERVE,17786,2018,0,0,0,0,0,134.9999971,193.2999973,272.5000076,259.4000015,860.2000035,429.499999,221.9999996,109.9,274.300001,1035.7
80853,WELLINGTON RESERVE,18113,2018,3,8,8,3,22,151.5999985,119.4000034,143,164.5999985,578.6000004,443.3000016,232.5999993,124.9000004,297.7999991,1098.6
70095,CENTRAL PARK,24367,2018,155,165,168,158,646,168.4000015,109.8000011,114.7000008,157.0999966,550,445.8,238.4000003,126.5000002,306.3999995,1117.1
77376,CANTERBURY SPORTS GROUND,12816,2018,0,0,0,0,0,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
72395,SOUTHERN RESERVE,14622,2018,1192,1391,444,245,3272,166.5999985,127.0000019,156.7000008,202.4000034,652.7000046,439.5000007,230.6999991,124.5000005,293.5999997,1088.3
72424,SPRINGFIELD PARK,19056,2018,1387,817,488,1684,4376,159.1999985,119.4000025,140.7999992,191.4999981,610.8999983,445.9999998,235.1000002,122.1000005,296.3000011,1099.500002
69659,ATKINSON RESERVE,7149,2018,633,1496,740,116,2985,168.8000062,116.1000013,103.5999985,146.9999952,535.5000012,450.9999982,239.7999991,120.4000003,302.9000004,1114.099998
76749,BALFE PARK,6632,2018,3520,1290,206,391,5407,165.253673,109.0888055,97.74247601,151.2262493,523.3112038,449.8382235,241.7741313,124.544791,308.835908,1124.993054
75823,YARRA GLEN RECREATION RESERVE,28974,2018,2972,1010,57,153,4192,162.3155416,152.7763204,172.6091914,181.1050434,668.8060968,445.7137517,236.2300246,116.2430428,287.3202597,1085.507079
70632,FOREST HILL RESERVE,10933,2018,1272,2130,248,770,4420,148.4809142,123.2451756,154.0036852,208.3507028,634.0804778,442.8240229,233.7182754,122.8057483,293.5942518,1092.942298
986707,MOOMBA PARK,14253,2018,87,81,304,518,990,152.2912552,107.5370601,94.28870119,144.4390031,498.5560196,449.1812882,241.0374223,120.7906442,305.0467796,1116.056134
70446,DUFFY STREET RECREATION RESERVE,7848,2018,730,1367,154,1129,3380,148.700003,117.3999987,106.3000002,122.8999996,495.3000015,449.7999992,240.8999987,118.3000004,303.4000001,1112.399998
70982,HOLBROOK RESERVE,7994,2018,2465,773,155,282,3675,147.9999955,100.9000006,94.10000229,144.4000025,487.4000009,448.4000022,243.4999993,123.8000003,309.3999996,1125.100001
76487,AH CAP RESERVE,22419,2018,56,45,37,18,156,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
1009821,PARTINGTONS FLAT RESERVE,12929,2018,19,43,41,12,115,175.5000031,119.8000021,118.3000011,143.0000048,556.6000111,450.2999998,239.5999999,121.5000002,300.4000006,1111.800001
982749,MELBA PARK,19367,2018,46,103,1,35,185,152.7000039,141.4999971,214.7999954,220.5,729.4999964,441.2000013,232.4999995,116.4,284.0000003,1074.100001
71657,MT WAVERLEY RESERVE,15840,2018,1006,837,425,594,2862,152.6000047,122.7000008,149.3999977,200.8999996,625.6000028,442.3999989,233.9000005,122.2000001,294.1999993,1092.699999
1009745,SIMMS ROAD RESERVE,4853,2018,0,0,0,0,0,175.5000031,119.8000021,118.3000011,143.0000048,556.6000111,450.2999998,239.5999999,121.5000002,300.4000006,1111.800001
990768,FINDON RESERVE,30736,2018,2203,2151,242,4955,9551,161.899997,118.6000004,110,131.3999968,521.8999942,448.799999,239.2999996,117.8000006,300.3000011,1106.2
69987,BURGUNDY DRIVE RESERVE,9220,2018,1,0,0,1,2,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
635395,KELYNACK RESERVE,13898,2018,1806,2502,168,3243,7719,169.9999955,122.1000032,117.7000008,133.1999998,542.9999993,449.9999994,237.1999998,117.3000005,297.8000011,1102.300001
69606,ANTHONY BEALE RESERVE,25118,2018,40,34,24,11,109,160.8216348,117.6649662,125.1499025,134.5488265,538.18533,451.0116778,239.2441608,121.9447993,298.7987239,1110.999362
72579,THE 100 ACRES FLORA AND FAUNA RESERVE,13532,2018,822,1487,528,1267,4104,153.4837111,119.5814872,157.5418687,197.0746853,627.6817523,443.2653343,234.600503,120.6753172,290.5141799,1089.055334
70840,GREYTHORN PARK,10715,2018,212,171,19,60,462,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
71515,MERRI PARK,8272,2018,962,989,840,4006,6797,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
902959,MEADOW GLEN ATHLETICS CENTRE RESERVE,21600,2018,0,0,0,0,0,161.899997,118.6000004,110,131.3999968,521.8999942,448.799999,239.2999996,117.8000006,300.3000011,1106.2
80801,WARBURTON RECREATION RESERVE,15262,2018,1183,1001,390,195,2769,158.5,284.6000061,573.2999878,261.6999969,1278.099991,418.1999981,216.0000002,99.6,255.9000002,989.6999985
1155939,DF/575L CRAIGIEBURN ROAD CRAIGIEBURN 3064,31015,2018,82,0,8911,3053,12046,162.0999939,114.1999979,125.7000008,133.3999987,535.3999913,442.600001,237.8999997,114.6000001,299.6999998,1094.800001
69923,BRENTWOOD RESERVE,15805,2018,0,0,81,81,162,145.1000038,118.6999969,151.6999969,190.0000038,605.5000014,441.4999979,232.6999999,123.2000004,293.4999991,1090.899997
72669,MELROSE DRIVE RESERVE,12468,2018,0,0,129,337,466,156.8995423,96.9448217,98.022824,135.2902848,487.1574728,447.1000008,245.0496792,123.075894,309.6862527,1124.911827
667095,HARVEST HOME RECREATION RESERVE,38433,2018,2378,6212,2624,4262,15476,156.6133528,121.8183293,115.1323298,120.1824511,513.746463,447.3708653,238.6489536,115.6966073,299.0004587,1100.716885
70682,GABONIA AVENUE RESERVE,5848,2018,1524,762,174,181,2641,175.5000031,119.8000021,118.3000011,143.0000048,556.6000111,450.2999998,239.5999999,121.5000002,300.4000006,1111.800001
70126,CHELSWORTH PARK,62070,2018,2620,5077,874,4939,13510,180.0435875,114.6113526,111.5025514,158.015381,564.1728725,449.1289453,240.0120893,125.8113498,305.5838823,1120.536267
70933,HEATHMONT PARK,17020,2018,941,560,83,4,1588,131.5000045,123.5999966,160.1999969,209.8999977,625.1999957,442.4999993,233.7999982,123.1000004,289.8000006,1089.199999
999248,FROG HOLLOW RESERVE,11117,2018,2,0,1,3,6,168.4000015,109.8000011,114.7000008,157.0999966,550,445.8,238.4000003,126.5000002,306.3999995,1117.1
634365,DRUMMOND STREET RESERVE,13510,2018,0,0,0,0,0,154.9000031,106.1999979,106.3999987,131.7000017,499.2000014,445.1000004,242.1999983,119.6000006,303.3999995,1110.299999
71068,JACKSON RESERVE,26524,2018,892,1023,219,2194,4328,164.495658,109.1978195,97.09921093,152.3978982,523.1905866,449.8996049,241.700473,124.0999213,308.700184,1124.400183
911408,DIAMOND HILLS RESERVE,13955,2018,10,4,0,0,14,175.5000031,119.8000021,118.3000011,143.0000048,556.6000111,450.2999998,239.5999999,121.5000002,300.4000006,1111.800001
71663,MULLUM MULLUM RESERVE,29037,2018,2996,1223,330,407,4956,140.5,116.7000008,172.5000038,215.7000046,645.4000092,440.2999996,232.2999994,118.5,286.7000005,1077.8
1153808,PERCY TREYVAUD MEMORIAL PARK,16307,2018,2,1,1,2,6,115.2000034,114.2000046,140.6999969,185.3999958,555.5000007,443.1999995,233.4000003,124.3000007,299.1999997,1100.1
70694,GARDINER PARK,12513,2018,15,15,0,0,30,168.4000015,109.8000011,114.7000008,157.0999966,550,445.8,238.4000003,126.5000002,306.3999995,1117.1
636737,D S AITKEN RESERVE,17172,2018,0,0,0,0,0,151.2,118.7000027,122.0000038,118.3000011,510.2000076,446.3999995,239.4999993,115.3000003,301.7000017,1102.900001
70963,HIGHBURY PARK,5537,2018,13,11,98,100,222,152.6000047,122.7000008,149.3999977,200.8999996,625.6000028,442.3999989,233.9000005,122.2000001,294.1999993,1092.699999
80981,YARRAMBAT PARK,7548,2018,0,0,0,0,0,178.0434086,135.1844966,123.5217989,130.2244234,566.9741275,451.1607201,238.1918371,114.9433117,294.6112829,1098.907152
999306,LEIGH PARK,11386,2018,332,301,2,33,668,169.7999985,118.2000017,127,173.8999958,588.899996,448.2000002,238.0000009,124.1000006,301.6000006,1111.900002
71897,PETTYS RESERVE,17170,2018,0,0,0,0,0,159.4999985,118.1999998,130.7000027,159.8999958,568.2999968,448.8999985,238.4999998,124.0000006,298.1000013,1109.5
72060,RESERVOIR RESERVE,8379,2018,18,7,13,24,62,180.1000016,114.7000036,111.7000008,158.1000023,564.6000083,448.9999988,240.0000006,125.9000005,305.6000007,1120.500001
1307446,WESBURN PARK,24336,2018,6,13,6,2,27,156.8000002,272.2000046,437.1000061,229.6000061,1095.700017,420.4000018,220.7999996,104.4000002,260.2999992,1005.900001
70661,FREEWAY RESERVE,37723,2018,40,108,99,31,278,145.1000038,118.6999969,151.6999969,190.0000038,605.5000014,441.4999979,232.6999999,123.2000004,293.4999991,1090.899997
635600,NELSON ROAD RESERVE,10326,2018,11,41,80,111,243,152.7000039,141.4999971,214.7999954,220.5,729.4999964,441.2000013,232.4999995,116.4,284.0000003,1074.100001
1241853,KANGAROO GROUND OVAL,12545,2018,48,31,36,19,134,173.4000015,119.1000004,151.3999977,156.8000031,600.7000027,445.5000008,235.0000006,118.3,290.5999996,1089.400001
1010709,LAURIMER RECREATION RESERVE SPORTSFIELD,35345,2018,0,0,0,0,0,179.4000063,136.8000021,124.3000011,131.1000042,571.6000137,451.4000012,238.2999998,114.7000003,294.0999987,1098.5
72043,RED EARTH COMMUNITY PARK,15410,2018,23,45,67,141,276,139.1999962,123.5999975,198.6999969,211.2000008,672.6999914,442.299999,232.8000002,119.2999999,286.9000002,1081.299999
636779,VICTOR IAN FOSTER RESERVE,14576,2018,3102,1034,0,0,4136,151.2,118.7000027,122.0000038,118.3000011,510.2000076,446.3999995,239.4999993,115.3000003,301.7000017,1102.900001
77248,GRACEDALE PARK,16702,2018,61,76,37,167,341,140.5,116.7000008,172.5000038,215.7000046,645.4000092,440.2999996,232.2999994,118.5,286.7000005,1077.8
69906,BRADFORD AVENUE RESERVE,13685,2018,28,490,292,69,879,154.9000031,106.1999979,106.3999987,131.7000017,499.2000014,445.1000004,242.1999983,119.6000006,303.3999995,1110.299999
636776,WHITTLESEA FOOTBALL GROUND,17057,2018,38,384,1107,223,1752,207.1999984,159.8999987,142.2000008,143.2999973,652.5999952,445.100002,236.7,108.8999996,289.2000001,1079.900002
996529,MT LILYDALE MERCY COLLEGE SPORTS FIELDS,22934,2018,0,0,0,0,0,152.7000039,141.4999971,214.7999954,220.5,729.4999964,441.2000013,232.4999995,116.4,284.0000003,1074.100001
635078,COCKATOO SPORTS COMPLEX,29529,2018,745,108,420,309,1582,133.023976,202.7969909,302.2663331,229.0282422,867.1155422,414.5802011,216.1421899,108.3957393,263.2633247,1002.381455
72472,STINTONS RESERVE,13532,2018,790,1555,354,1080,3779,165.3999953,121.6000013,148.5,175.6999969,611.1999935,446.5000004,236.5000002,122.7000004,294.0000002,1099.700001
1267720,WAVERLEY OVAL,17095,2018,70,72,78,76,296,134.6999985,97.99999809,119,147.3999958,499.0999924,444.699998,235.3999998,126.4000008,303.7999993,1110.299998
71783,OAK PARK SPORTS CENTRE,23675,2018,0,0,0,0,0,143.8999939,97.29999924,94.39999771,138.6999989,474.2999898,447.1000023,243.6999995,121.2999999,307.1999994,1119.300001
703027,WILLSMERE PARK,21016,2018,1278,1082,264,460,3084,180.1000016,114.7000036,111.7000008,158.1000023,564.6000083,448.9999988,240.0000006,125.9000005,305.6000007,1120.500001
72500,SUMMER PARK,6210,2018,2103,757,421,324,3605,164.5,109.2000036,97.10000038,152.4000034,523.2000074,449.8999997,241.6999993,124.1000003,308.6999998,1124.399999
986476,BUNDOORA PARK OVAL,14125,2018,1581,662,781,404,3428,168.8000062,116.1000013,103.5999985,146.9999952,535.5000012,450.9999982,239.7999991,120.4000003,302.9000004,1114.099998
986479,SPRINTHORPE RESERVE,6655,2018,1,0,1,1,3,168.8000062,116.1000013,103.5999985,146.9999952,535.5000012,450.9999982,239.7999991,120.4000003,302.9000004,1114.099998
1308056,A E CRACKNELL RESERVE,8614,2019,1112,535,148,108,1903,42.20000076,146.3000031,215.7999992,210.4000053,614.7000084,484.3000009,239.4999997,104.7000004,293.7999988,1122.3
