PARENT_PARK,NAME,TOTAL_AREA,YEAR,water_usage_summer,water_usage_autumn,water_usage_winter,water_usage_spring,water_usage_year,RF_summer,RF_autumn,RF_winter,RF_spring,RF_year,ET_summer,ET_autumn,ET_winter,ET_spring,ET_year
72322,SHORE RESERVE,11290,2015,746,657,246,2012,3661,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
71575,MONT ALBERT RESERVE,15848,2015,54,182,26,8,270,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
648925,REDDISH RESERVE,11041,2015,20,52,73,64,209,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
1009827,MONTMORENCY PARK,25124,2015,934,423,272,182,1811,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
70681,G H MOTT RESERVE,7636,2015,3200,1014,67,252,4533,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
1009819,BINNAK PARK,17098,2015,0,0,0,0,0,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
1009774,VIEWBANK RESERVE,7870,2015,279,257,144,219,899,120.7000008,122.6000023,146.8000031,89.09999847,479.2000047,470.4999994,213.800001,105.4000001,326.0000012,1115.700002
1176095,GLENFERRIE OVAL,17147,2015,0,0,0,0,0,134.7999992,143.7000008,147.5999985,96.50000191,522.6000004,464.0999998,215.2999995,108.6000003,327.9000008,1115.9
999292,HOWARD DAWSON RESERVE,12625,2015,209,123,2,88,422,130.5999985,145.8000011,150.7999992,97.49999809,524.6999969,461.0000001,214.9999998,110.4000002,325.4000013,1111.800001
70750,GLENBURN BEND PARK,95881,2015,4910,3608,681,2365,11564,130.5999985,145.8000011,150.7999992,97.49999809,524.6999969,461.0000001,214.9999998,110.4000002,325.4000013,1111.800001
80999,ZERBES RESERVE,13933,2015,3402,2876,376,2742,9396,146.9000015,169.0000038,164.4000015,106.1000004,586.4000072,462.2999989,208.4999993,103.2000005,321.2999994,1095.299998
1267709,BREARLEY RESERVE,10459,2015,12,11,11,48,82,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
80970,YARRA JUNCTION MEMORIAL RESERVE,18298,2015,154,119,308,121,702,183.8999977,295.9000015,310.4000053,168.3999977,958.6000022,451.0999988,196.8999993,92.9,304.8000016,1045.7
71251,L E COTCHIN RESERVE,17777,2015,9,18,14,3,44,114.5000038,134.0999985,146.1000004,108.3000031,503.0000058,468.3999989,213.2000002,104.5000002,329.0000007,1115.1
72562,TED AJANI RESERVE,17103,2015,336,447,460,350,1593,120.7000008,122.6000023,146.8000031,89.09999847,479.2000047,470.4999994,213.800001,105.4000001,326.0000012,1115.700002
1009768,FORD PARK,34750,2015,0,0,0,0,0,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
72305,SHEEPSTATION CREEK RECREATION RESERVE,9637,2015,4,2,0,0,6,163.5922701,242.3478317,278.3549713,144.7662143,829.0612874,455.976934,202.2432093,95.73255291,305.8278119,1059.780508
69714,BALWYN PARK,15611,2015,1655,1018,197,834,3704,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
70928,HEATHERDALE RESERVE,15835,2015,0,0,0,0,0,158.2000008,185.2999992,205.7000008,111.9000015,661.1000023,459.1999995,207.4999996,104.0000007,317.4000006,1088.1
70523,ELGAR PARK,43431,2015,1654,2227,548,3281,7710,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
70920,HAYES PARK,13494,2015,26,42,20,56,144,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
629920,DIAMOND CREEK RESERVE,18330,2015,3599,95,126,1208,5028,127.346187,130.9342867,169.8307177,112.3538143,540.4650057,473.9713083,211.833451,100.7724982,323.5736884,1110.150946
70836,GREENWOOD PARK,6853,2015,121,66,74,43,304,155.8000031,188.1000023,227.2000008,127.8000011,698.9000073,460.8000019,205.5999999,99.79999978,314.7999999,1081.000001
72529,SYCAMORE RESERVE,19900,2015,0,21,106,126,253,118.3000031,126.4000015,156.0000038,101.7000027,502.4000111,470.6999986,211.3000008,100.1,326.1999986,1108.299998
70833,GREENVALE RESERVE,68393,2015,7646,6175,1869,918,16608,122.2999992,94.59999847,115.3000031,98.69999886,430.8999996,472.6000002,219.5999998,107.0999999,334.7999985,1134.099998
70871,HALLAM RESERVE,10106,2015,971,892,78,2237,4178,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
70841,GRIFF HUNT RESERVE,17723,2015,0,0,0,0,0,130.2999992,176.4000015,231.4999962,109.4000015,647.5999984,466.9000002,208.9999989,100.5999998,315.3999992,1091.899998
982742,WILSON RESERVE,8032,2015,0,0,0,0,0,132.2999992,148.6999969,188.2000008,120.4000015,589.5999984,474.5000007,210.0000004,98.79999962,320.5999999,1103.900001
1009841,IVANHOE PARK,19979,2015,1345,1198,853,5048,8444,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
77953,PA1/26-38 SIXTH AVENUE BURWOOD 3125,17217,2015,108,167,176,117,568,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
71110,JUBILEE PARK,39708,2015,8441,2593,339,924,12297,156.0827548,183.3780486,224.4855848,124.774558,688.7209462,460.6586251,206.3917046,100.9875571,315.4220535,1083.45994
1246399,CANTERBURY GARDENS RESERVE,5765,2015,53,294,529,220,1096,175.2999954,216.7000008,241.0999947,139.8999996,772.9999905,452.6000011,201.8999996,98.99999976,311.6000004,1065.100001
70410,DORSET RECREATION RESERVE,45308,2015,0,0,0,0,0,142.2999992,181.2999992,251.7000008,116.3000011,691.6000003,462.2000016,206.5999994,100.6999999,314.6000001,1084.100001
648092,CHANDLER RECREATION RESERVE,11931,2015,1,13,14,0,28,168.5425105,255.9327039,334.1756087,166.0909363,924.7417594,432.7529124,191.2281231,92.13260314,295.8393741,1011.953013
70045,CAPITAL RESERVE,14845,2015,2151,1116,268,1303,4838,158.2000008,185.2999992,205.7000008,111.9000015,661.1000023,459.1999995,207.4999996,104.0000007,317.4000006,1088.1
71449,MAYER PARK,15070,2015,0,0,119,357,476,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
70781,GORDON BARNARD RESERVE,34642,2015,109,119,130,120,478,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
72277,SEABROOK RESERVE,17964,2015,0,0,0,0,0,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
76270,ELTHAM LOWER PARK,26074,2015,0,0,0,0,0,127.0000038,146.3999996,136.5000038,107.1000023,517.0000095,470.4999982,212.3,103.6000001,323.4000001,1109.799998
998791,LALOR RECREATION RESERVE,17659,2015,180,260,149,462,1051,111.6000023,119.3999977,141.5000019,81.29999924,453.8000011,472.5999974,213.0000009,102.2000001,327.7000001,1115.499999
70406,DONVALE RESERVE,40046,2015,321,272,705,794,2092,161.7064342,185.2941633,184.0238435,113.8928605,644.9173015,462.2999997,207.6498695,101.9956491,318.891297,1090.836815
70977,HISLOP RESERVE,36460,2015,0,0,0,0,0,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
71618,MORRIS RESERVE,11261,2015,2,7,195,575,779,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
1016168,COLUMBIA PARK RESERVE,13660,2015,10,10,10,10,40,154.2999992,155.6999969,200.7000046,117.3000011,628.0000018,459.000001,208.5999989,106.6,315.5000003,1089.7
70739,GLADSTONE PARK RESERVE,12145,2015,11,34,50,30,125,117.5,115.8999996,121,93.79999924,448.1999988,468.399999,217.4000003,106.3999998,332.4999997,1124.699999
72294,SEVILLE RECREATION RESERVE,26337,2015,0,0,0,0,0,159.0999985,235.8999977,311.6999969,141.3999996,848.0999927,447.7000004,198.0999997,93.29999999,302.4000001,1041.5
69559,ALISTAIR KNOX PARK,8026,2015,0,0,0,0,0,128.9000015,129.4999962,167.4999962,110.7999992,536.6999931,474.2999995,212.7000009,101.4,324.5000008,1112.900001
72571,TEMPLESTOWE RESERVE,29504,2015,0,104,213,109,426,127.0000038,146.3999996,136.5000038,107.1000023,517.0000095,470.4999982,212.3,103.6000001,323.4000001,1109.799998
1243301,LIPSCOMBE PARK,12551,2015,10,15,25,57,107,155.8000031,188.1000023,227.2000008,127.8000011,698.9000073,460.8000019,205.5999999,99.79999978,314.7999999,1081.000001
69592,ANDERSON PARK,12240,2015,1502,901,426,1027,3856,130.5999985,145.8000011,150.7999992,97.49999809,524.6999969,461.0000001,214.9999998,110.4000002,325.4000013,1111.800001
71232,KOONUNG RESERVE,16467,2015,1105,764,419,1233,3521,136.3999977,148.3999977,157.2999992,95.89999771,537.9999923,463.999999,211.199999,105.1000006,322.6000004,1102.899999
71541,MILLGROVE RECREATION RESERVE,10160,2015,22,13,14,8,57,194.5000038,315.2000122,383.2999992,186.7999992,1079.800014,442.3999995,191.9999989,87.60000017,299.5000004,1021.499999
998882,BURWOOD RESERVE,24098,2015,44,26,17,35,122,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
69649,ASHBURTON PARK,13835,2015,323,212,245,356,1136,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
70353,DE WINTON PARK,14588,2015,10864,2003,195,2535,15597,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
70097,CENTRAL RESERVE,60116,2015,514,197,757,1074,2542,139.5999985,149.8000011,180.2999992,105.0999985,574.7999973,455.9000028,207.0999996,105.4000002,315.7000002,1084.100003
1010721,HOSKEN RESERVE,19331,2015,54,202,225,136,617,116.9733677,121.7873102,130.9786416,96.76702426,466.5063438,466.8219836,215.8976761,106.9843606,330.1803394,1119.88436
80933,WONGA PARK RESERVE,14782,2015,898,529,67,2354,3848,140.2000008,173.1000023,216.7000046,121.6000004,651.6000081,466.3000018,210.3999992,101.3999998,317.1999984,1095.299999
635180,ELTHAM COLLEGE ENVIRONMENTAL RESERVE & SPORTING FA,30381,2015,0,0,0,0,0,134.8999996,148,187.2000008,126.0999985,596.1999989,468.2000004,208.7000003,98.89999953,318.999999,1094.799999
69590,ANDERSON PARK,17121,2015,1877,1124,326,1079,4406,127.0000038,146.3999996,136.5000038,107.1000023,517.0000095,470.4999982,212.3,103.6000001,323.4000001,1109.799998
1176107,LYNDEN PARK,27139,2015,32,42,34,24,132,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
902966,MILL PARK LAKES RECREATION RESERVE,36398,2015,0,0,0,0,0,118.3009748,126.3995156,156.0549113,101.7500511,502.5054528,470.6995127,211.2936839,100.0961128,326.1927101,1108.28202
69679,B T CONNER RESERVE,29371,2015,142,87,97,57,383,114.5000038,134.0999985,146.1000004,108.3000031,503.0000058,468.3999989,213.2000002,104.5000002,329.0000007,1115.1
80950,WORRELL RESERVE,11964,2015,64,54,44,16,178,182.7000008,246.9999962,309.4000015,171.3999996,910.4999981,425.0000019,188.6999997,90.69999993,292.2999988,996.7000003
628718,PLENTY WAR MEMORIAL PARK,25300,2015,83,38,22,19,162,119.8736649,128.4133325,169.4133311,113.0566691,530.7569976,471.2868324,209.947168,99.29999996,323.8282493,1104.36225
71724,NILLUMBIK PARK,18928,2015,529,342,310,141,1322,123.6999989,134.2999992,175.2999992,116.0000038,549.3000011,473.1999999,209.800001,99.29999985,321.3999996,1103.7
71230,KOONUNG PARK,28352,2015,1417,1027,434,824,3702,146.9000015,169.0000038,164.4000015,106.1000004,586.4000072,462.2999989,208.4999993,103.2000005,321.2999994,1095.299998
71397,MACLEOD PARK,9912,2015,19,227,141,28,415,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
70698,GARDINERS RESERVE,29246,2015,748,1228,308,1324,3608,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
77283,BOLTON PARK,19289,2015,1013,1026,133,2181,4353,146.9000015,169.0000038,164.4000015,106.1000004,586.4000072,462.2999989,208.4999993,103.2000005,321.2999994,1095.299998
72268,SCHRAMMS RESERVE,27977,2015,907,345,131,675,2058,146.9000015,169.0000038,164.4000015,106.1000004,586.4000072,462.2999989,208.4999993,103.2000005,321.2999994,1095.299998
70111,CHARLES MUTTON RESERVE,46627,2015,3835,2120,762,1463,8180,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
71061,JACANA RESERVE,29969,2015,17,37,40,14,108,117.5,115.8999996,121,93.79999924,448.1999988,468.399999,217.4000003,106.3999998,332.4999997,1124.699999
72613,TIMBER RIDGE RESERVE,18337,2015,2008,1083,345,1270,4706,136.084618,147.8817305,157.0890766,95.76340013,536.8188252,464.1305702,211.2522275,105.1060269,322.6682992,1103.157124
80541,LOWALDE RECREATION RESERVE,11896,2015,7,19,19,23,68,118.3000031,126.4000015,156.0000038,101.7000027,502.4000111,470.6999986,211.3000008,100.1,326.1999986,1108.299998
1009824,WHATMOUGH PARK,18362,2015,11,4,1,1,17,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
80769,W RUTHVEN VC RESERVE,11255,2015,1796,574,127,276,2773,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
992775,C T BARLING RESERVE,95760,2015,44,12,16,16,88,125.9390519,139.3877799,157.8438564,122.7632766,545.9339648,468.7146096,211.7707509,103.7707508,327.3195107,1111.575622
634688,RAYNER RESERVE,6300,2015,37,87,88,115,327,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
999312,COOPER RESERVE,14328,2015,0,0,0,0,0,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
992778,PITCHER PARK,16348,2015,0,0,0,0,0,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
77311,SIR WILLIAM ANGLISS RESERVE,13388,2015,16,14,14,16,60,134.7999992,143.7000008,147.5999985,96.50000191,522.6000004,464.0999998,215.2999995,108.6000003,327.9000008,1115.9
72578,TERRARA PARK,25065,2015,0,0,0,0,0,158.2000008,185.2999992,205.7000008,111.9000015,661.1000023,459.1999995,207.4999996,104.0000007,317.4000006,1088.1
71514,MERNDA RECREATION RESERVE,15042,2015,0,0,0,2,2,117.4999981,132.8999996,166.9000015,105.2000008,522.5,474.1000007,208.8000011,97.30000013,325.1000016,1105.300004
80791,WANDIN NORTH RESERVE,12766,2015,0,0,0,0,0,159.0999985,235.8999977,311.6999969,141.3999996,848.0999927,447.7000004,198.0999997,93.29999999,302.4000001,1041.5
903257,WETLANDS GOLF N GAMES,85978,2015,0,0,0,0,0,154.2999992,155.6999969,200.7000046,117.3000011,628.0000018,459.000001,208.5999989,106.6,315.5000003,1089.7
1140423,HIGHLANDER PARK,168,2015,0,0,0,0,0,130.7000008,109.5000019,138.0000019,97.70000076,475.9000054,470.4000012,210.9999993,100.2000002,326.2000011,1107.800002
72645,TOWN PARK,35193,2015,1609,1000,551,5032,8192,142.2999992,181.2999992,251.7000008,116.3000011,691.6000003,462.2000016,206.5999994,100.6999999,314.6000001,1084.100001
985830,C H SULLIVAN MEMORIAL PARK,50210,2015,138,65,66,38,307,128.5000038,136.8999996,153.5999985,109.3000031,528.300005,466.3000008,213.5999993,105.6000003,327.100001,1112.600001
70213,COLE RESERVE,25020,2015,1026,1064,170,2102,4362,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
80816,WARRANDYTE RESERVE,17647,2015,237,240,348,345,1170,136.3999977,164.4000015,169.3000031,119.9999981,590.1000004,469.6999996,211.800001,102.6000001,321.3999997,1105.5
77655,CAMBERWELL SPORTS OVAL,14784,2015,1803,1082,322,1043,4250,130.5999985,145.8000011,150.7999992,97.49999809,524.6999969,461.0000001,214.9999998,110.4000002,325.4000013,1111.800001
999289,ST JAMES PARK,16099,2015,2319,3004,1951,1266,8540,131.1000023,119.3999996,133.2999973,94.60000038,478.3999996,462.2999996,218.5000006,111.6999998,327.9999993,1120.499999
70352,DE CHENE RESERVE,13930,2015,0,0,0,0,0,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
70831,GREENSBOROUGH WAR MEMORIAL PARK,14197,2015,4708,2005,682,688,8083,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
634358,PATULLOS LANE OVAL RESERVE,13738,2015,0,0,0,0,0,121.2999992,110.7999992,138.2999992,83.5,453.8999976,472.0999998,211.5,99.50000036,326.8000001,1109.9
72001,QUEENS PARK,15786,2015,0,86,28,0,114,124.7966312,218.7973049,248.5834809,130.5176566,722.6950736,467.3628159,206.4599685,95.27462484,314.5435532,1083.640962
71996,QUAMBEE RESERVE,40673,2015,1076,563,411,238,2288,155.8000031,188.1000023,227.2000008,127.8000011,698.9000073,460.8000019,205.5999999,99.79999978,314.7999999,1081.000001
70094,CENTRAL PARK,10079,2015,2892,889,127,411,4319,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
77667,WATTLE PARK GOLF COURSE,170412,2015,2582,2698,1180,6225,12685,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
70748,GLEN WAVERLEY NORTH RESERVE,8084,2015,30,21,21,30,102,144.2999992,165.3999996,184.5,104.6000023,598.8000011,457.9000004,206.3999998,103.6000005,319.1000005,1087.000001
75602,HOTHLYN DRIVE RESERVE,13921,2015,0,0,0,0,0,121.2999992,110.7999992,138.2999992,83.5,453.8999976,472.0999998,211.5,99.50000036,326.8000001,1109.9
72519,SURREY PARK,34771,2015,621,1271,126,927,2945,133.9735996,151.1499168,163.9321577,98.32639735,547.3820715,460.3604039,210.5529595,106.2323196,321.9529608,1099.098644
1009731,POULTER RESERVE,8151,2015,37,53,62,21,173,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
70861,H E PARKER RESERVE,33157,2015,101,67,51,20,239,156.8000031,171.4000015,217.6000023,117.1000013,662.9000082,460.2999985,208.3999993,104.0000005,316.9999992,1089.699998
72072,RIESCHIECKS RESERVE,35905,2015,158,141,145,233,677,146.9000015,169.0000038,164.4000015,106.1000004,586.4000072,462.2999989,208.4999993,103.2000005,321.2999994,1095.299998
995163,T W BLAKE PARK,48173,2015,8,2,2,1,13,123.7744752,135.8056686,148.0785943,107.0615938,514.7203319,465.6036066,214.5948478,106.3958784,328.1445904,1114.738923
1009822,YULONG RESERVE,23256,2015,7937,2159,689,1578,12363,125,140.3000011,159.3999977,127.7000008,552.3999996,469.6000004,211.1000006,103.1000001,327.4000007,1111.200002
1176083,MARKHAM RESERVE,10476,2015,0,0,0,0,0,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
76844,ALPHINGTON PARK,17877,2015,558,663,355,1664,3240,134.7999992,143.7000008,147.5999985,96.50000191,522.6000004,464.0999998,215.2999995,108.6000003,327.9000008,1115.9
910957,GEMBROOK RECREATION RESERVE,16478,2015,0,0,0,0,0,186.9999962,247.9000053,323.5000038,170.7000046,929.1000099,421.6999995,186.1999995,88.40000001,290.3999997,986.6999987
75907,WESTMEADOWS RESERVE,7028,2015,5,22,23,30,80,126.0126362,115.5403117,121.8992198,95.77828852,459.2304562,471.5772511,217.2201557,105.3209332,332.559948,1126.678288
635291,H P ZWAR RESERVE,12218,2015,1682,784,112,80,2658,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
1267712,PRESTON CITY OVAL,15253,2015,83,51,53,30,217,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
80910,WILLOWBROOK RESERVE,17015,2015,667,672,287,1976,3602,119.0745262,115.8334705,121.1663228,94.16591037,450.2402299,468.9876744,217.3667357,106.200412,332.5110879,1125.06591
69704,BALLY-SHANNASSY PARK,15084,2015,138,1216,1200,122,2676,144.2999992,165.3999996,184.5,104.6000023,598.8000011,457.9000004,206.3999998,103.6000005,319.1000005,1087.000001
80723,VERMONT RESERVE,12487,2015,173,98,17,92,380,158.2000008,185.2999992,205.7000008,111.9000015,661.1000023,459.1999995,207.4999996,104.0000007,317.4000006,1088.1
1009807,GREENSBOROUGH PARK,9533,2015,208,106,106,52,472,120.9000015,126.5999985,155.2000008,109.1000023,511.8000031,472.5999993,212.8000003,101.4999998,326.4000007,1113.3
1009811,YALLAMBIE PARK,6516,2015,618,353,63,88,1122,120.8211713,125.0234013,151.8891443,101.2170072,498.9507241,471.7722851,213.1941503,103.0371837,326.242341,1114.24596
982744,FERNY CREEK RECREATION RESERVE,8229,2015,90,36,20,27,173,200.0297586,307.7335426,296.9139313,188.7526732,993.4299057,426.3541903,184.773271,87.55418945,293.6442706,992.3259214
70965,HIGHFIELD PARK,29607,2015,664,419,72,317,1472,133.3999977,151.7999992,165.5000038,98.89999962,549.6000003,459.5000015,210.3999991,106.5000004,321.8000003,1098.200001
72344,SILCOCK RESERVE,21522,2015,0,0,0,0,0,142.2999992,181.2999992,251.7000008,116.3000011,691.6000003,462.2000016,206.5999994,100.6999999,314.6000001,1084.100001
988851,GLEN PARK,8996,2015,84,171,170,247,672,158.149086,174.7034329,219.3137023,118.7626554,670.9288766,459.7384882,207.9259971,103.6353833,316.6062128,1087.906081
80982,YARRAMBAT PARK PUBLIC GOLF COURSE,906528,2015,229,31,8,91,359,122.0833624,131.9254895,172.8487796,114.7234997,541.5811312,472.4168577,209.8565733,99.28074201,322.4315909,1103.985764
71981,PROGRESS RESERVE,28880,2015,3703,2481,348,842,7374,121.0999985,116.6000004,132.9999962,86.30000114,456.9999962,471.8000004,212.8999989,102.4999997,329.3999996,1116.599999
69850,BLACKS WALK RESERVE,7788,2015,62,43,69,88,262,145.0577604,166.4492076,178.6419292,105.0371712,595.1860684,459.1823639,207.012037,103.4834219,319.7411821,1089.419005
69636,ARDRIE PARK,4372,2015,311,819,746,238,2114,122.2000008,134.9999981,149.7999954,99.69999981,506.6999941,456.6000019,213.6999995,110.4000006,322.1000009,1102.800003
988015,MCDONALD RESERVE,12748,2015,0,0,0,0,0,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
628691,HURSTBRIDGE MEMORIAL PARK,13849,2015,4735,1866,447,731,7779,132.2999992,148.6999969,188.2000008,120.4000015,589.5999984,474.5000007,210.0000004,98.79999962,320.5999999,1103.900001
980891,HIGHGATE RECREATION RESERVE,42830,2015,17237,6717,1048,1706,26708,127.1638784,109.989039,138.1128559,92.3581995,467.6239728,471.039512,211.1880911,99.93667206,326.4257107,1108.589986
69566,ALLARD PARK,15683,2015,6,3,3,2,14,119,134.7000027,142.5,104.7999992,501.0000019,464.8999992,215.6000008,107.2000002,329.1999996,1116.9
72545,TALLY HO RESERVE,19953,2015,1,1,1,1,4,144.2999992,165.3999996,184.5,104.6000023,598.8000011,457.9000004,206.3999998,103.6000005,319.1000005,1087.000001
69928,BRIDGES RESERVE,21143,2015,780,859,206,2034,3879,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
69959,BRUNSWICK PARK,16998,2015,6850,1752,228,1023,9853,118.7999992,120.6000004,129.7000008,98,467.1000004,465.9999999,216.3999995,108.4,330.5,1121.299999
72295,SEWELL RESERVE,16429,2015,0,0,0,0,0,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
71103,JORDAN RESERVE,14199,2015,767,575,145,337,1824,126.3000031,138.2000046,166.7000008,99.59999847,530.800007,458.2999991,210.4999992,107.8000004,320.1999998,1096.799999
72293,SETH RAISTRICK RESERVE,13254,2015,816,708,263,2438,4225,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
72057,RESEARCH PARK,8907,2015,1140,393,57,97,1687,134.8999996,148,187.2000008,126.0999985,596.1999989,468.2000004,208.7000003,98.89999953,318.999999,1094.799999
71057,J C DONATH RESERVE,93267,2015,866,904,283,30,2083,114.5000038,134.0999985,146.1000004,108.3000031,503.0000058,468.3999989,213.2000002,104.5000002,329.0000007,1115.1
1002576,REDLEAP RECREATION RESERVE,13562,2015,117,180,135,295,727,118.3000031,126.4000015,156.0000038,101.7000027,502.4000111,470.6999986,211.3000008,100.1,326.1999986,1108.299998
70950,HERMONS SADDLE RESERVE,10059,2015,41,10,22,18,91,179.5,289.2999954,339.5999985,182.7000008,991.0999947,425.6000015,185.3999994,89.4999997,292.7000009,993.2000015
999249,JOHN GARDINER RESERVE,21372,2015,0,0,0,0,0,130.5999985,145.8000011,150.7999992,97.49999809,524.6999969,461.0000001,214.9999998,110.4000002,325.4000013,1111.800001
76945,KILORAN RESERVE,22582,2015,1022,1587,213,1861,4683,142.2999992,181.2999992,251.7000008,116.3000011,691.6000003,462.2000016,206.5999994,100.6999999,314.6000001,1084.100001
71125,KALORAMA MEMORIAL RESERVE,11194,2015,179,531,535,266,1511,167.0000038,242.5999985,332.2000008,139.0999985,880.9000016,444.5999985,194.6999995,92.59999976,302.6999994,1034.599997
1010712,EPPING RECREATION RESERVE,36240,2015,0,0,0,0,0,113.1948144,121.06622,144.9514609,86.15584523,465.3683405,472.1477376,212.5953471,101.7001336,327.3429522,1113.786171
71915,PINKS RESERVE,32357,2015,1166,1403,592,2989,6150,142.2999992,181.2999992,251.7000008,116.3000011,691.6000003,462.2000016,206.5999994,100.6999999,314.6000001,1084.100001
986488,WALLACE RESERVE,29960,2015,139,263,92,246,740,114.7999992,123.1999989,132.4999981,95.30000114,465.7999973,467.7999989,215.3000002,105.3,329.7999996,1118.199999
982731,RYDERS FLAT RESERVE,16662,2015,3,1,0,0,4,131.6999969,157.6000023,192.0999985,114.4000015,595.7999992,476.8000004,210.8999998,98.19999984,323.7000006,1109.600001
69593,ANDERSON RESERVE,15235,2015,12,10,10,10,42,117.5,115.8999996,121,93.79999924,448.1999988,468.399999,217.4000003,106.3999998,332.4999997,1124.699999
999355,FAIRVIEW PARK,8800,2015,32,46,38,44,160,131.0991299,135.1241527,146.3910139,96.83449185,509.4487884,461.9150733,216.2478264,111.2318844,325.7604839,1115.155268
